                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    450,                0.44072,                0.27357,                0.86317,                0.96793,                  0.969,                0.95756,                0.74702,                0.94387,                0.39735,                 1.0274,             0.00028975,             0.00028975,             0.00028975
                    451,                0.41715,                0.26146,                0.85488,                0.97057,                0.96748,                0.95756,                0.74311,                0.96033,                0.39847,                 1.0391,             0.00028792,             0.00028792,             0.00028792
                    452,                0.40067,                0.25504,                 0.8257,                0.97134,                0.96462,                0.95756,                0.74583,                0.96858,                0.39947,                 1.0414,             0.00028608,             0.00028608,             0.00028608
                    453,                 0.4004,                0.25381,                0.83342,                0.97134,                0.96462,                0.95756,                0.74583,                0.96858,                0.39947,                 1.0414,             0.00028425,             0.00028425,             0.00028425
                    454,                0.39846,                0.25531,                0.84519,                0.97113,                0.96439,                 0.9585,                0.74377,                 0.9584,                0.39769,                 1.0333,             0.00028242,             0.00028242,             0.00028242
                    455,                0.38798,                0.23594,                0.83119,                0.96738,                0.95333,                0.95675,                0.74115,                0.94019,                0.39299,                 1.0255,             0.00028058,             0.00028058,             0.00028058
                    456,                0.37842,                0.24503,                0.81794,                0.96729,                0.96529,                0.95808,                0.75054,                0.92605,                 0.3912,                 1.0205,             0.00027875,             0.00027875,             0.00027875
                    457,                0.37239,                 0.2332,                0.82636,                0.96729,                0.96529,                0.95808,                0.75054,                0.92605,                 0.3912,                 1.0205,             0.00027692,             0.00027692,             0.00027692
                    458,                 0.3804,                0.24789,                0.83264,                0.96752,                0.96552,                0.95808,                0.74716,                   0.93,                0.39854,                 1.0246,             0.00027508,             0.00027508,             0.00027508
                    459,                0.39343,                0.25068,                0.82837,                0.96473,                0.96578,                0.95808,                0.74692,                0.94401,                0.42076,                 1.0325,             0.00027325,             0.00027325,             0.00027325
                    460,                0.40474,                0.25573,                0.84704,                0.97178,                0.95735,                0.95808,                0.74781,                0.95855,                0.41522,                 1.0385,             0.00027142,             0.00027142,             0.00027142
                    461,                0.39564,                0.24721,                0.83513,                0.97178,                0.95735,                0.95808,                0.74781,                0.95855,                0.41522,                 1.0385,             0.00026958,             0.00026958,             0.00026958
                    462,                0.38006,                0.23245,                0.84445,                0.97094,                0.95599,                0.95808,                0.74746,                0.94135,                0.41134,                 1.0275,             0.00026775,             0.00026775,             0.00026775
                    463,                0.42789,                0.26894,                0.85819,                0.97044,                0.95582,                0.96086,                 0.7519,                0.92097,                0.40367,                 1.0173,             0.00026592,             0.00026592,             0.00026592
                    464,                0.38264,                 0.2433,                0.83587,                0.97104,                0.95628,                0.96394,                0.76122,                0.92176,                0.39323,                 1.0171,             0.00026408,             0.00026408,             0.00026408
                    465,                 0.3392,                0.24081,                0.81795,                0.97104,                0.95628,                0.96394,                0.76122,                0.92176,                0.39323,                 1.0171,             0.00026225,             0.00026225,             0.00026225
                    466,                0.38224,                0.24021,                0.83239,                0.97122,                0.95761,                 0.9695,                0.76228,                0.93535,                0.38817,                 1.0222,             0.00026042,             0.00026042,             0.00026042
                    467,                0.39015,                  0.248,                 0.8418,                0.96649,                0.96746,                0.97187,                 0.7566,                0.95301,                 0.3979,                 1.0277,             0.00025859,             0.00025859,             0.00025859
                    468,                0.37259,                0.23169,                0.82676,                0.96844,                 0.9685,                0.97187,                0.75702,                0.96082,                0.40161,                 1.0294,             0.00025675,             0.00025675,             0.00025675
                    469,                0.37646,                0.23951,                0.82846,                0.96844,                 0.9685,                0.97187,                0.75702,                0.96082,                0.40161,                 1.0294,             0.00025492,             0.00025492,             0.00025492
                    470,                0.40705,                 0.2562,                 0.8416,                0.96821,                0.96813,                0.96898,                0.75837,                0.95225,                0.39924,                 1.0246,             0.00025309,             0.00025309,             0.00025309
                    471,                0.37547,                0.23883,                0.83147,                0.96688,                 0.9671,                0.96898,                 0.7589,                 0.9471,                0.40395,                  1.023,             0.00025125,             0.00025125,             0.00025125
                    472,                0.36944,                0.22875,                0.83298,                0.96483,                0.96618,                 0.9695,                0.76789,                0.94259,                0.40613,                 1.0256,             0.00024942,             0.00024942,             0.00024942
                    473,                0.36937,                0.23694,                0.83227,                0.96483,                0.96618,                 0.9695,                0.76789,                0.94259,                0.40613,                 1.0256,             0.00024759,             0.00024759,             0.00024759
                    474,                0.41003,                0.25954,                0.84114,                  0.973,                0.95705,                 0.9695,                0.76437,                0.92997,                0.40597,                 1.0281,             0.00024575,             0.00024575,             0.00024575
                    475,                 0.3679,                0.22978,                0.83043,                0.94877,                0.96772,                0.97053,                0.77278,                0.94078,                0.41157,                 1.0421,             0.00024392,             0.00024392,             0.00024392
                    476,                 0.3754,                 0.2342,                0.82925,                0.95449,                0.96774,                0.97275,                0.76413,                0.95948,                0.41231,                 1.0526,             0.00024209,             0.00024209,             0.00024209
                    477,                0.41349,                0.25078,                 0.8581,                0.95449,                0.96774,                0.97275,                0.76413,                0.95948,                0.41231,                 1.0526,             0.00024025,             0.00024025,             0.00024025
                    478,                0.34841,                0.22931,                0.81369,                0.95522,                0.96867,                0.97008,                0.75904,                0.97294,                0.41657,                 1.0501,             0.00023842,             0.00023842,             0.00023842
                    479,                0.35906,                0.22676,                0.82277,                0.94483,                0.96734,                 0.9641,                0.74743,                0.97973,                0.41328,                 1.0391,             0.00023659,             0.00023659,             0.00023659
                    480,                0.35575,                0.21671,                0.82183,                0.94355,                0.96191,                0.95855,                 0.7407,                 0.9754,                0.41385,                 1.0367,             0.00023475,             0.00023475,             0.00023475
                    481,                  0.349,                0.23281,                0.81919,                0.94355,                0.96191,                0.95855,                 0.7407,                 0.9754,                0.41385,                 1.0367,             0.00023292,             0.00023292,             0.00023292
                    482,                0.38163,                0.23581,                 0.8472,                0.94392,                0.95941,                  0.959,                0.73955,                0.98351,                0.41244,                 1.0499,             0.00023109,             0.00023109,             0.00023109
                    483,                 0.3879,                0.24753,                0.83472,                0.94349,                0.96058,                0.95855,                0.73831,                0.99212,                0.42114,                 1.0659,             0.00022925,             0.00022925,             0.00022925
                    484,                0.37402,                0.23116,                0.82111,                0.94866,                0.96919,                0.95942,                0.73965,                0.97904,                0.42026,                 1.0612,             0.00022742,             0.00022742,             0.00022742
                    485,                0.37641,                0.22955,                0.83405,                0.94866,                0.96919,                0.95942,                0.73965,                0.97904,                0.42026,                 1.0612,             0.00022559,             0.00022559,             0.00022559
                    486,                0.37107,                0.24637,                 0.8358,                0.95179,                0.95879,                0.96164,                 0.7419,                 0.9485,                0.40795,                 1.0451,             0.00022376,             0.00022376,             0.00022376
                    487,                0.37764,                 0.2453,                0.81657,                0.96612,                0.95333,                0.96209,                0.74723,                0.93664,                0.40587,                 1.0315,             0.00022192,             0.00022192,             0.00022192
                    488,                0.40447,                0.23996,                0.84706,                0.96819,                0.95333,                0.96209,                0.74765,                 0.9448,                0.41145,                 1.0305,             0.00022009,             0.00022009,             0.00022009
                    489,                0.37284,                0.24812,                0.83163,                0.96819,                0.95333,                0.96209,                0.74765,                 0.9448,                0.41145,                 1.0305,             0.00021826,             0.00021826,             0.00021826
                    490,                0.36377,                 0.2191,                0.82454,                0.96916,                0.95333,                0.96209,                0.74782,                0.95607,                 0.4156,                  1.035,             0.00021642,             0.00021642,             0.00021642
                    491,                0.39988,                0.25106,                0.85014,                0.96883,                0.95333,                0.96058,                0.74048,                0.97429,                0.42577,                 1.0451,             0.00021459,             0.00021459,             0.00021459
                    492,                0.42183,                0.26263,                0.85487,                0.96751,                0.95333,                0.95983,                0.73371,                0.99289,                 0.4338,                 1.0542,             0.00021276,             0.00021276,             0.00021276
                    493,                 0.4034,                 0.2426,                0.83574,                0.96751,                0.95333,                0.95983,                0.73371,                0.99289,                 0.4338,                 1.0542,             0.00021092,             0.00021092,             0.00021092
                    494,                0.38882,                0.24205,                0.84309,                0.96555,                0.95333,                0.96005,                0.73126,                 0.9954,                0.43528,                 1.0548,             0.00020909,             0.00020909,             0.00020909
                    495,                0.38244,                0.23272,                0.81622,                0.96178,                0.95333,                 0.9603,                0.74228,                0.97824,                0.42662,                 1.0445,             0.00020726,             0.00020726,             0.00020726
                    496,                0.38472,                0.24402,                0.83416,                0.95653,                0.95333,                0.95983,                0.74025,                 0.9496,                0.41577,                 1.0324,             0.00020542,             0.00020542,             0.00020542
                    497,                 0.3903,                0.23698,                0.86383,                0.95653,                0.95333,                0.95983,                0.74025,                 0.9496,                0.41577,                 1.0324,             0.00020359,             0.00020359,             0.00020359
                    498,                0.34931,                 0.2289,                0.81608,                0.95526,                0.95333,                0.95926,                0.74449,                0.93761,                0.41348,                 1.0267,             0.00020176,             0.00020176,             0.00020176
                    499,                0.39989,                0.25122,                0.85227,                0.95507,                0.95333,                 0.9591,                0.74596,                0.93942,                0.41574,                 1.0262,             0.00019992,             0.00019992,             0.00019992
                    500,                0.33899,                  0.226,                0.83082,                0.95509,                0.95333,                0.95882,                0.73867,                0.95101,                0.41507,                 1.0316,             0.00019809,             0.00019809,             0.00019809
                    501,                0.35802,                0.22967,                0.83308,                0.95509,                0.95333,                0.95882,                0.73867,                0.95101,                0.41507,                 1.0316,             0.00019626,             0.00019626,             0.00019626
                    502,                0.35102,                0.22674,                0.82734,                0.95448,                0.95333,                0.95854,                 0.7373,                0.95979,                0.41663,                 1.0365,             0.00019442,             0.00019442,             0.00019442
                    503,                0.35217,                0.22244,                0.82608,                0.95478,                0.95333,                0.95884,                0.73654,                0.97356,                0.42264,                 1.0446,             0.00019259,             0.00019259,             0.00019259
                    504,                0.39189,                0.23455,                0.84362,                0.95491,                0.95333,                 0.9592,                 0.7405,                0.97156,                0.42487,                 1.0456,             0.00019076,             0.00019076,             0.00019076
                    505,                0.38034,                0.23602,                0.84757,                0.95491,                0.95333,                 0.9592,                 0.7405,                0.97156,                0.42487,                 1.0456,             0.00018893,             0.00018893,             0.00018893
                    506,                0.35408,                0.22964,                 0.8269,                0.95516,                0.95333,                0.95941,                0.74051,                0.95704,                0.42559,                 1.0398,             0.00018709,             0.00018709,             0.00018709
                    507,                0.32397,                0.21161,                0.81931,                0.95654,                0.95454,                0.96097,                0.74367,                0.94549,                0.42137,                 1.0358,             0.00018526,             0.00018526,             0.00018526
                    508,                0.36953,                0.24031,                0.82763,                0.95662,                0.95455,                0.96122,                0.74957,                0.94376,                0.41339,                  1.037,             0.00018343,             0.00018343,             0.00018343
                    509,                0.34576,                0.24433,                0.81575,                0.95662,                0.95455,                0.96122,                0.74957,                0.94376,                0.41339,                  1.037,             0.00018159,             0.00018159,             0.00018159
                    510,                0.35292,                0.22993,                0.82127,                0.95697,                0.95461,                0.96469,                 0.7468,                  0.947,                0.41654,                 1.0404,             0.00017976,             0.00017976,             0.00017976
                    511,                0.36017,                0.23094,                0.82206,                0.96058,                0.95494,                0.96771,                0.75343,                0.95664,                0.41373,                 1.0455,             0.00017793,             0.00017793,             0.00017793
                    512,                0.34474,                0.21694,                0.81754,                 0.9667,                0.95558,                0.96771,                0.74741,                0.96839,                0.40561,                  1.053,             0.00017609,             0.00017609,             0.00017609
                    513,                0.32825,                0.22883,                0.81635,                 0.9667,                0.95558,                0.96771,                0.74741,                0.96839,                0.40561,                  1.053,             0.00017426,             0.00017426,             0.00017426
                    514,                0.35384,                0.23044,                0.81958,                0.96986,                0.95654,                0.96771,                0.73961,                0.97425,                0.40062,                 1.0554,             0.00017243,             0.00017243,             0.00017243
                    515,                0.40866,                0.25914,                0.86476,                0.96659,                0.95333,                0.96638,                0.74498,                0.96982,                0.39559,                 1.0535,             0.00017059,             0.00017059,             0.00017059
                    516,                0.34954,                0.23081,                0.82911,                0.96092,                0.95333,                0.96305,                 0.7424,                0.95858,                0.39361,                 1.0487,             0.00016876,             0.00016876,             0.00016876
                    517,                0.35822,                0.23836,                0.83362,                0.96092,                0.95333,                0.96305,                 0.7424,                0.95858,                0.39361,                 1.0487,             0.00016693,             0.00016693,             0.00016693
                    518,                0.33005,                0.21213,                0.82643,                0.95014,                0.96489,                0.96047,                0.74326,                0.94518,                0.39761,                 1.0439,             0.00016509,             0.00016509,             0.00016509
                    519,                0.34558,                0.22951,                0.84062,                0.95304,                0.96509,                 0.9578,                0.74502,                0.93934,                0.39608,                 1.0377,             0.00016326,             0.00016326,             0.00016326
                    520,                0.31392,                0.21132,                0.82382,                0.95163,                 0.9606,                 0.9578,                0.74159,                0.94251,                0.40562,                 1.0352,             0.00016143,             0.00016143,             0.00016143
                    521,                0.32878,                0.22203,                0.82023,                0.95163,                 0.9606,                 0.9578,                0.74159,                0.94251,                0.40562,                 1.0352,              0.0001596,              0.0001596,              0.0001596
                    522,                0.32972,                0.21665,                0.81488,                0.93158,                0.96798,                0.95401,                 0.7394,                0.94763,                0.41258,                 1.0324,             0.00015776,             0.00015776,             0.00015776
                    523,                0.34667,                0.22463,                0.82693,                0.95379,                0.95414,                0.95942,                0.74407,                0.94338,                0.41046,                 1.0307,             0.00015593,             0.00015593,             0.00015593
                    524,                0.33029,                 0.2122,                0.81861,                  0.954,                0.95582,                0.95942,                0.75194,                0.93954,                0.41286,                 1.0307,              0.0001541,              0.0001541,              0.0001541
                    525,                0.32094,                0.21276,                0.82339,                  0.954,                0.95582,                0.95942,                0.75194,                0.93954,                0.41286,                 1.0307,             0.00015226,             0.00015226,             0.00015226
                    526,                0.35582,                 0.2198,                0.82951,                0.95246,                0.95333,                0.95942,                0.75411,                0.94068,                0.41559,                 1.0338,             0.00015043,             0.00015043,             0.00015043
                    527,                0.33435,                 0.2174,                0.82715,                0.96087,                0.95333,                0.95942,                0.75122,                0.94821,                0.42038,                 1.0396,              0.0001486,              0.0001486,              0.0001486
                    528,                0.32451,                0.20943,                 0.8182,                0.96406,                0.95333,                0.95942,                 0.7514,                0.95552,                 0.4219,                 1.0455,             0.00014676,             0.00014676,             0.00014676
                    529,                0.33147,                0.21961,                0.81719,                0.96406,                0.95333,                0.95942,                 0.7514,                0.95552,                 0.4219,                 1.0455,             0.00014493,             0.00014493,             0.00014493
                    530,                 0.3424,                0.22278,                0.82002,                0.96725,                0.95333,                0.95994,                0.75018,                0.96215,                0.41725,                 1.0523,              0.0001431,              0.0001431,              0.0001431
                    531,                 0.3297,                0.22519,                0.81428,                0.96914,                0.95333,                0.95994,                0.75164,                0.96443,                0.42245,                 1.0548,             0.00014126,             0.00014126,             0.00014126
                    532,                0.33329,                0.21238,                0.81919,                0.96975,                0.95333,                0.95994,                0.75173,                0.95588,                0.41461,                 1.0494,             0.00013943,             0.00013943,             0.00013943
                    533,                0.33314,                0.21901,                0.82108,                0.96975,                0.95333,                0.95994,                0.75173,                0.95588,                0.41461,                 1.0494,              0.0001376,              0.0001376,              0.0001376
                    534,                0.31832,                0.21731,                0.82543,                0.97169,                0.95523,                0.96128,                0.75736,                0.94524,                0.41143,                 1.0456,             0.00013576,             0.00013576,             0.00013576
                    535,                0.32845,                0.22111,                0.81827,                 0.9716,                0.95533,                0.96128,                0.75593,                0.94158,                0.40984,                 1.0438,             0.00013393,             0.00013393,             0.00013393
                    536,                0.32935,                0.22573,                 0.8212,                0.97197,                0.95568,                0.96128,                 0.7636,                0.94803,                0.40405,                 1.0446,              0.0001321,              0.0001321,              0.0001321
                    537,                0.33678,                0.23463,                0.81985,                0.97197,                0.95568,                0.96128,                 0.7636,                0.94803,                0.40405,                 1.0446,             0.00013026,             0.00013026,             0.00013026
                    538,                0.31459,                 0.2185,                0.81339,                0.97212,                0.95595,                0.96683,                0.75711,                 0.9607,                0.40395,                 1.0465,             0.00012843,             0.00012843,             0.00012843
                    539,                0.32711,                0.22067,                0.82956,                0.97221,                 0.9564,                0.96394,                0.75047,                0.97034,                 0.4018,                 1.0479,              0.0001266,              0.0001266,              0.0001266
                    540,                0.32747,                0.21569,                0.83447,                0.97186,                0.95653,                0.96394,                0.74732,                0.97971,                0.40709,                  1.051,             0.00012477,             0.00012477,             0.00012477
                    541,                0.34673,                0.20948,                0.84126,                0.97186,                0.95653,                0.96394,                0.74732,                0.97971,                0.40709,                  1.051,             0.00012293,             0.00012293,             0.00012293
                    542,                0.33238,                0.21121,                0.81984,                0.97153,                0.95632,                0.96394,                0.74272,                0.98249,                0.40855,                 1.0534,              0.0001211,              0.0001211,              0.0001211
                    543,                0.34688,                0.22345,                0.83907,                0.97117,                0.95594,                0.96394,                0.74348,                0.97955,                  0.416,                 1.0542,             0.00011927,             0.00011927,             0.00011927
                    544,                0.33157,                0.22065,                0.82214,                0.97038,                0.95548,                0.96128,                0.74199,                0.96962,                0.41793,                 1.0516,             0.00011743,             0.00011743,             0.00011743
                    545,                0.31604,                0.21455,                 0.8186,                0.97038,                0.95548,                0.96128,                0.74199,                0.96962,                0.41793,                 1.0516,              0.0001156,              0.0001156,              0.0001156
                    546,                0.33963,                0.22332,                0.82464,                0.96766,                0.95333,                0.95994,                0.74562,                 0.9617,                 0.4194,                  1.049,             0.00011377,             0.00011377,             0.00011377
                    547,                0.33182,                0.21679,                0.82744,                0.96653,                0.95333,                0.95994,                0.74224,                0.95748,                0.41588,                  1.047,             0.00011193,             0.00011193,             0.00011193
                    548,                0.33974,                0.22067,                0.82897,                0.96493,                0.95333,                0.95994,                0.74388,                0.95937,                0.41551,                  1.049,              0.0001101,              0.0001101,              0.0001101
                    549,                0.31601,                0.20207,                0.83807,                0.96493,                0.95333,                0.95994,                0.74388,                0.95937,                0.41551,                  1.049,             0.00010827,             0.00010827,             0.00010827
                    550,                0.29648,                0.20659,                0.81055,                 0.9631,                0.95333,                0.95994,                0.73943,                0.96474,                0.41679,                 1.0544,             0.00010643,             0.00010643,             0.00010643
                    551,                0.35624,                0.22636,                0.81847,                0.96182,                0.95333,                0.95994,                0.73965,                0.97544,                0.42176,                 1.0618,              0.0001046,              0.0001046,              0.0001046
                    552,                0.34286,                0.22107,                0.83462,                0.95948,                0.95333,                0.95952,                0.73353,                0.98274,                0.41733,                 1.0661,             0.00010277,             0.00010277,             0.00010277
                    553,                0.31511,                0.20519,                0.83047,                0.95948,                0.95333,                0.95952,                0.73353,                0.98274,                0.41733,                 1.0661,             0.00010093,             0.00010093,             0.00010093
                    554,                0.31742,                0.21237,                0.81495,                0.95657,                0.95333,                0.95916,                0.73458,                0.98469,                0.42201,                 1.0666,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    555,                0.32933,                0.21605,                0.82331,                0.95613,                0.95333,                0.95863,                0.73681,                 0.9803,                0.42473,                 1.0629,             9.7268e-05,             9.7268e-05,             9.7268e-05
                    556,                0.29761,                0.19352,                0.81958,                0.95343,                0.95333,                0.95831,                0.74209,                0.97107,                0.41777,                  1.058,             9.5435e-05,             9.5435e-05,             9.5435e-05
                    557,                0.34273,                0.21484,                0.83006,                0.95343,                0.95333,                0.95831,                0.74209,                0.97107,                0.41777,                  1.058,             9.3602e-05,             9.3602e-05,             9.3602e-05
                    558,                0.31009,                0.19915,                0.81357,                0.95002,                0.95333,                0.95831,                0.74605,                0.96873,                0.41729,                 1.0568,             9.1769e-05,             9.1769e-05,             9.1769e-05
                    559,                0.31348,                0.21319,                0.82349,                0.94744,                0.95333,                0.95863,                0.74673,                0.96753,                0.43689,                 1.0574,             8.9935e-05,             8.9935e-05,             8.9935e-05
                    560,                0.29207,                0.19426,                0.81251,                0.94504,                0.95333,                0.95863,                0.74352,                0.97568,                 0.4408,                  1.062,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    561,                0.32213,                 0.2136,                0.83571,                0.94504,                0.95333,                0.95863,                0.74352,                0.97568,                 0.4408,                  1.062,             8.6269e-05,             8.6269e-05,             8.6269e-05
                    562,                0.32895,                0.22096,                0.82177,                0.94364,                0.95333,                0.95863,                0.73462,                0.98819,                0.44384,                 1.0703,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    563,                0.30552,                0.20149,                0.82645,                0.94577,                0.95333,                0.95863,                 0.7357,                 1.0037,                 0.4513,                 1.0797,             8.2603e-05,             8.2603e-05,             8.2603e-05
                    564,                0.34421,                0.21134,                0.82683,                0.94888,                0.95333,                0.95818,                0.73083,                 1.0114,                0.46107,                 1.0844,              8.077e-05,              8.077e-05,              8.077e-05
                    565,                0.32954,                0.21997,                0.81212,                0.94888,                0.95333,                0.95818,                0.73083,                 1.0114,                0.46107,                 1.0844,             7.8937e-05,             7.8937e-05,             7.8937e-05
                    566,                0.31463,                0.21008,                0.82624,                0.95214,                0.95333,                0.95863,                0.73656,                  1.005,                0.46162,                  1.081,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    567,                0.33786,                 0.2187,                0.83446,                 0.9536,                0.95333,                0.95863,                0.73833,                0.99405,                0.46069,                 1.0739,              7.527e-05,              7.527e-05,              7.527e-05
                    568,                0.29727,                0.19726,                0.80193,                0.95442,                0.95333,                0.95863,                0.74917,                0.98004,                 0.4582,                 1.0654,             7.3437e-05,             7.3437e-05,             7.3437e-05
                    569,                0.32177,                0.21467,                0.81765,                0.95442,                0.95333,                0.95863,                0.74917,                0.98004,                 0.4582,                 1.0654,             7.1604e-05,             7.1604e-05,             7.1604e-05
                    570,                0.30701,                0.19828,                0.81393,                0.95535,                0.95333,                0.95664,                0.74703,                0.97092,                0.45551,                 1.0611,             6.9771e-05,             6.9771e-05,             6.9771e-05
                    571,                 0.3452,                0.22614,                 0.8412,                0.95533,                0.95333,                0.95619,                0.74767,                0.96592,                0.45689,                 1.0592,             6.7938e-05,             6.7938e-05,             6.7938e-05
                    572,                0.35804,                0.21959,                0.83942,                0.95525,                0.95333,                0.95897,                0.75201,                0.96831,                0.45938,                 1.0609,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    573,                 0.3153,                0.20111,                0.81878,                0.95525,                0.95333,                0.95897,                0.75201,                0.96831,                0.45938,                 1.0609,             6.4271e-05,             6.4271e-05,             6.4271e-05
                    574,                0.29892,                0.20372,                0.80432,                0.95527,                0.95333,                0.95619,                0.74579,                0.97434,                0.45964,                 1.0628,             6.2438e-05,             6.2438e-05,             6.2438e-05
                    575,                0.33979,                0.22861,                 0.8443,                0.95488,                0.95333,                0.95664,                0.74257,                 0.9799,                0.45778,                 1.0643,             6.0605e-05,             6.0605e-05,             6.0605e-05
                    576,                0.30053,                0.20892,                0.80942,                0.95439,                0.95333,                0.95664,                0.73948,                0.98346,                0.45664,                 1.0668,             5.8772e-05,             5.8772e-05,             5.8772e-05
                    577,                 0.3404,                0.23486,                0.82644,                0.95439,                0.95333,                0.95664,                0.73948,                0.98346,                0.45664,                 1.0668,             5.6939e-05,             5.6939e-05,             5.6939e-05
                    578,                 0.2941,                0.19758,                0.81498,                0.95351,                0.95333,                0.95664,                0.74274,                  0.985,                0.45753,                 1.0674,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    579,                 0.2966,                0.19833,                0.80516,                0.95293,                0.95333,                0.95664,                 0.7425,                0.98228,                0.45543,                 1.0664,             5.3272e-05,             5.3272e-05,             5.3272e-05
                    580,                0.29207,                0.20228,                0.81663,                0.95256,                0.95333,                0.95664,                0.74172,                0.97964,                0.45253,                  1.065,             5.1439e-05,             5.1439e-05,             5.1439e-05
                    581,                0.31285,                 0.2227,                0.83167,                0.95256,                0.95333,                0.95664,                0.74172,                0.97964,                0.45253,                  1.065,             4.9606e-05,             4.9606e-05,             4.9606e-05
                    582,                0.29597,                0.19895,                 0.8156,                0.95223,                0.95333,                0.95664,                0.74271,                0.97669,                0.44746,                 1.0636,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    583,                0.29982,                0.20144,                0.81405,                0.95234,                0.95333,                0.95664,                0.74273,                0.96968,                0.44686,                 1.0603,              4.594e-05,              4.594e-05,              4.594e-05
